DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,QualityOfLife,ObjectID
2019/03/27 00:00:00+00,0125,0125,500 S  CLINTON ST     ,ALL OTHER OFFENSES,0,1920
2019/03/27 00:00:00+00,0229,0229,900 MILTON AV     ,SIMPLE ASSAULT,0,1921
2019/03/27 00:00:00+00,0231,0245,200 RICH ST     ,POSSESSION/MARIJUANA,0,1922
2019/03/27 00:00:00+00,0635,0635,400 PARK ST     ,OFFN AGAINST FAMILY,0,1923
2019/03/27 00:00:00+00,0900,0923,400 ELLIS ST     ,CRIMINAL MISCHIEF,0,1924
2019/03/27 00:00:00+00,1012,1012,600 BEAR ST     ,SIMPLE ASSAULT,0,1925
2019/03/27 00:00:00+00,1313,1313,200 MAGNOLIA ST     ,OFFN AGAINST FAMILY,0,1926
2019/03/27 00:00:00+00,1540,1700,500 LEMOYNE AV     ,CRIMINAL MISCHIEF,1,1927
2019/03/27 00:00:00+00,1706,1706,800 PARK ST     ,POSSESSION/USE DRUG,0,1928
2019/03/27 00:00:00+00,1802,1802,400 GIFFORD ST     ,POSSESSION/MARIJUANA,0,1929
2019/03/27 00:00:00+00,1819,1825,300 TIOGA ST     ,SIMPLE ASSAULT,0,1930
2019/03/27 00:00:00+00,1910,1910,100 E  MAIN ST     ,SALE/MANUFACTURE CONTROLLED SUBSTANCE,0,1931
2019/03/27 00:00:00+00,2020,2020,1300 W  ONONDAGA ST     ,POSSESSION/USE DRUG,0,1932
2019/03/27 00:00:00+00,2120,2125,2700 MIDLAND AV     ,SIMPLE ASSAULT,0,1933
2019/03/27 00:00:00+00,2200,2220,400 LODI ST     ,CRIMINAL MISCHIEF,1,1934
2019/03/27 00:00:00+00,2000,0400,200 GRUMBACH AV     ,CRIMINAL MISCHIEF,1,1935
2019/03/27 00:00:00+00,0800,1440,200 E  WASHINGTON ST     ,CRIMINAL MISCHIEF,0,1936
2019/03/27 00:00:00+00,1800,1805,1400 W  GENESEE ST     ,CRIMINAL MISCHIEF,0,1937
2019/03/28 00:00:00+00,0239,0239,1600 N  SALINA ST     ,POSSESSION/USE DANGEROUS WEAPONS,1,1938
2019/03/28 00:00:00+00,0320,0330,1400 N  SALINA ST     ,ALL OTHER OFFENSES,0,1939
2019/03/28 00:00:00+00,0815,0815,200 ACADEMY ST     ,OFFN AGAINST FAMILY,0,1940
2019/03/28 00:00:00+00,0915,0928,900 W  ONONDAGA ST     ,OFFN AGAINST FAMILY,0,1941
2019/03/28 00:00:00+00,1800,1000,100 EASTMAN AV     ,CRIMINAL MISCHIEF,1,1942
2019/03/28 00:00:00+00,1007,1027,1200 S  GEDDES ST     ,OFFN AGAINST FAMILY,0,1943
2019/03/28 00:00:00+00,0200,0328,800 EMERSON AV     ,CRIMINAL MISCHIEF,1,1944
2019/03/28 00:00:00+00,1434,1434,200 OTISCO ST     ,SIMPLE ASSAULT,0,1945
2019/03/28 00:00:00+00,1437,1437,1800 E  FAYETTE ST     ,ALL OTHER OFFENSES,0,1946
2019/03/28 00:00:00+00,0200,1438,100 CAYUGA ST     ,CRIMINAL MISCHIEF,0,1947
2019/03/28 00:00:00+00,1217,1217,300 S  SALINA ST     ,SIMPLE ASSAULT,0,1948
2019/03/28 00:00:00+00,1542,1542,1000 COL EILEEN COLLINS BLVD   ,STOLEN PROPERTY,0,1949
2019/03/28 00:00:00+00,1605,1605,500 S  SALINA ST     ,DISORDERLY CONDUCT,0,1950
2019/03/28 00:00:00+00,1709,1709,300 OTISCO ST     ,POSSESSION/MARIJUANA,0,1951
2019/03/28 00:00:00+00,1750,1755,600 HIAWATHA BLVD W ,SIMPLE ASSAULT,0,1952
2019/03/28 00:00:00+00,1802,1802,100 OAKWOOD AV     ,SIMPLE ASSAULT,0,1953
2019/03/28 00:00:00+00,1916,1916,100 HERBERT ST     ,POSSESSION/MARIJUANA,0,1954
2019/03/28 00:00:00+00,2000,2025,200 TEALL AVE    ,POSSESSION/MARIJUANA,0,1955
2019/03/28 00:00:00+00,2036,2035,200 PUTNAM ST     ,SIMPLE ASSAULT,0,1956
2019/03/28 00:00:00+00,1722,2056,4500 S  SALINA ST     ,OFFN AGAINST FAMILY,0,1957
2019/03/28 00:00:00+00,2100,2102,100 SHOTWELL PK     ,SIMPLE ASSAULT,0,1958
2019/03/28 00:00:00+00,2200,2213,200 EMPIRE AV     ,OFFN AGAINST FAMILY,0,1959
2019/03/28 00:00:00+00,1000,1700,1300 BUTTERNUT ST     ,CRIMINAL MISCHIEF,1,1960
2019/03/28 00:00:00+00,1735,1735,600 PARK ST     ,OFFN AGAINST FAMILY,0,1961
2019/03/29 00:00:00+00,0005,0005,400 ERIE BLVD E ,ALL OTHER OFFENSES,1,1962
2019/03/29 00:00:00+00,0019,0057,500 BUTTERNUT ST     ,POSSESSION/MARIJUANA,0,1963
2019/03/29 00:00:00+00,0125,0126,0 WALSH CIR    ,OFFN AGAINST FAMILY,0,1964
2019/03/29 00:00:00+00,0209,0209,1100 N  SALINA ST     ,POSSESSION/USE DANGEROUS WEAPONS,0,1965
2019/03/29 00:00:00+00,0358,0358,400 TYSON PL     ,POSSESSION/USE DRUG,1,1966
2019/03/29 00:00:00+00,0445,0445,800 W  GENESEE ST     ,CRIMINAL MISCHIEF,1,1967
2019/03/29 00:00:00+00,2315,0720,200 FOREST AV     ,CRIMINAL MISCHIEF,1,1968
2019/03/29 00:00:00+00,0837,0911,400 RICH ST     ,SIMPLE ASSAULT,0,1969
2019/03/29 00:00:00+00,0830,0830,200 HAWLEY AV     ,POSSESSION/USE DANGEROUS WEAPONS,0,1970
2019/03/29 00:00:00+00,1011,1011,1000 BELLEVUE AV     ,OFFN AGAINST FAMILY,0,1971
2019/03/29 00:00:00+00,1341,1346,200 CRESCENT AV     ,SIMPLE ASSAULT,0,1972
2019/03/29 00:00:00+00,1130,1200,100 SMITH LN     ,CRIMINAL MISCHIEF,1,1973
2019/03/29 00:00:00+00,1524,1528,100 TITUS AL     ,SIMPLE ASSAULT,0,1974
2019/03/29 00:00:00+00,1607,1607,200 HOPE AV     ,SIMPLE ASSAULT,0,1975
2019/03/29 00:00:00+00,1626,1626,800 N  MCBRIDE ST     ,SIMPLE ASSAULT,0,1976
2019/03/29 00:00:00+00,1750,1750,700 SOUTH AV     ,ALL OTHER OFFENSES,0,1977
2019/03/29 00:00:00+00,1815,1815,600 E  DIVISION ST     ,SIMPLE ASSAULT,0,1978
2019/03/29 00:00:00+00,1834,1900,100 CONGRESS AV     ,POSSESSION/MARIJUANA,0,1979
2019/03/29 00:00:00+00,1921,1921,800 PARK ST     ,POSSESSION/USE DRUG,0,1980
2019/03/29 00:00:00+00,1924,1924,400 RICH ST     ,SIMPLE ASSAULT,0,1981
2019/03/29 00:00:00+00,2059,2059,900 POND ST     ,SIMPLE ASSAULT,0,1982
2019/03/29 00:00:00+00,2102,2102,300 MELROSE AV     ,DRIVING UNDER INFLUENCE,0,1983
2019/03/29 00:00:00+00,2225,2225,100 DAVIS ST     ,POSSESSION/MARIJUANA,0,1984
2019/03/29 00:00:00+00,2305,2309,300 JOHN ST     ,OFFN AGAINST FAMILY,0,1985
2019/03/29 00:00:00+00,2315,2315,1000 HIGHLAND ST     ,SIMPLE ASSAULT,0,1986
2019/03/29 00:00:00+00,2330,2330,1000 HIGHLAND ST     ,POSSESSION/MARIJUANA,0,1987
2019/03/29 00:00:00+00,2100,2115,200 BENNINGTON DR     ,CRIMINAL MISCHIEF,1,1988
2019/03/30 00:00:00+00,0015,0026,100 E  KENNEDY ST     ,SIMPLE ASSAULT,0,1989
2019/03/30 00:00:00+00,0051,0051,300 VILLAGE DR     ,ALL OTHER OFFENSES,1,1990
2019/03/30 00:00:00+00,0203,0203,700 ERIE BLVD W ,POSSESSION/USE DANGEROUS WEAPONS,0,1991
2019/03/30 00:00:00+00,0246,0246,800 N  SALINA ST     ,DRIVING UNDER INFLUENCE,0,1992
2019/03/30 00:00:00+00,0332,0332,1400 N  SALINA ST     ,POSSESSION/USE DANGEROUS WEAPONS,0,1993
2019/03/30 00:00:00+00,0347,0347,100 OAKLAND ST     ,POSSESSION/USE DANGEROUS WEAPONS,0,1994
2019/03/30 00:00:00+00,0358,0358,1800 GRANT BLVD   ,CRIMINAL MISCHIEF,0,1995
2019/03/30 00:00:00+00,0400,0400,500 CORTLAND AV     ,POSSESSION/USE DANGEROUS WEAPONS,0,1996
2019/03/30 00:00:00+00,0426,0426,100 MONTICELLO DR   S ,DRIVING UNDER INFLUENCE,1,1997
2019/03/30 00:00:00+00,0800,0800,200 MAY AV     ,CRIMINAL MISCHIEF,1,1998
2019/03/30 00:00:00+00,0840,0914,300 BEAR ST     ,OFFN AGAINST FAMILY,0,1999
2019/03/30 00:00:00+00,1319,1319,100 ARMSTRONG PL     ,SIMPLE ASSAULT,0,2000
2019/03/30 00:00:00+00,1406,1406,1000 COL EILEEN COLLINS BLVD   ,POSSESSION/MARIJUANA,0,2001
2019/03/30 00:00:00+00,1500,1506,400 HAWLEY AV     ,SIMPLE ASSAULT,0,2002
2019/03/30 00:00:00+00,1600,1600,1600 FIRST NORTH ST     ,CRIMINAL MISCHIEF,0,2003
2019/03/30 00:00:00+00,1721,1721,700 OSTROM AV     ,ALL OTHER OFFENSES,1,2004
2019/03/30 00:00:00+00,1740,1740,400 KIRKPATRICK ST     ,POSSESSION/MARIJUANA,0,2005
2019/03/30 00:00:00+00,1750,1750,100 CLIFFSIDE DR     ,CRIMINAL MISCHIEF,0,2006
2019/03/30 00:00:00+00,0905,0935,400 RICHMOND AV     ,ALL OTHER OFFENSES,0,2007
2019/03/30 00:00:00+00,2109,2109,1 DESTINY USA DR,SIMPLE ASSAULT,0,2008
2019/03/30 00:00:00+00,2309,2350,1700 GRANT BLVD   ,ALL OTHER OFFENSES,0,2009
2019/03/30 00:00:00+00,0800,1500,100 N  COLLINGWOOD AV     ,FRAUD,0,2010
2019/03/31 00:00:00+00,0020,0020,300 TURTLE ST     ,ALL OTHER OFFENSES,1,2011
2019/03/31 00:00:00+00,0010,0010,700 EUCLID AV     ,ALL OTHER OFFENSES,0,2012
2019/03/31 00:00:00+00,0040,0040,500 EUCLID AV     ,ALL OTHER OFFENSES,0,2013
2019/03/31 00:00:00+00,0117,0117,100 MARSHALL ST     ,SIMPLE ASSAULT,0,2014
2019/03/31 00:00:00+00,0208,0208,200 W  WILLOW ST     ,POSSESSION/USE DANGEROUS WEAPONS,0,2015
2019/03/31 00:00:00+00,0200,0200,300 NICHOLS AV     ,CRIMINAL MISCHIEF,1,2016
2019/03/31 00:00:00+00,0301,0301,700 EUCLID AV     ,ALL OTHER OFFENSES,0,2017
2019/03/31 00:00:00+00,0345,0446,100 WOLCOTT TER    ,SIMPLE ASSAULT,0,2018
2019/03/31 00:00:00+00,0415,0418,900 WILLIS AV     ,SIMPLE ASSAULT,0,2019
2019/03/31 00:00:00+00,0437,0437,100 W  BISSELL ST     ,CRIMINAL MISCHIEF,0,2020
2019/03/31 00:00:00+00,0750,0800,200 N  STATE ST     ,SIMPLE ASSAULT,0,2021
2019/03/31 00:00:00+00,0900,0910,400 S  CROUSE AV     ,SIMPLE ASSAULT,0,2022
2019/03/31 00:00:00+00,1130,1141,300 W  FAYETTE ST     ,SIMPLE ASSAULT,0,2023
2019/03/31 00:00:00+00,1225,1233,200 FITCH ST     ,SIMPLE ASSAULT,0,2024
2019/03/31 00:00:00+00,1345,1405,100 SEELEY AV     ,SIMPLE ASSAULT,0,2025
2019/03/31 00:00:00+00,1443,1443,300 SHIRLEY DR     ,CRIMINAL MISCHIEF,1,2026
2019/03/31 00:00:00+00,1100,1518,200 ALLEN ST     ,CRIMINAL MISCHIEF,0,2027
2019/03/31 00:00:00+00,1530,1530,500 GRAND AV     ,SIMPLE ASSAULT,0,2028
2019/03/31 00:00:00+00,1650,1654,1000 DANFORTH ST     ,SIMPLE ASSAULT,0,2029
2019/03/31 00:00:00+00,1656,1656,1400 SOUTH AV     ,SIMPLE ASSAULT,0,2030
2019/03/31 00:00:00+00,1935,1935,100 MERRIMAN AV     ,ALL OTHER OFFENSES,0,2031
2019/03/31 00:00:00+00,0100,0115,300 N  SALINA ST     ,SIMPLE ASSAULT,0,2032
2019/03/31 00:00:00+00,2030,2038,1300 BROAD ST     ,SIMPLE ASSAULT,0,2033
2019/03/31 00:00:00+00,2040,2045,800 N  STATE ST     ,SIMPLE ASSAULT,0,2034
2019/03/31 00:00:00+00,2120,2120,300 PROSPECT AV     ,SIMPLE ASSAULT,0,2035
2019/03/31 00:00:00+00,1000,2159,400 ELLIS ST     ,CRIMINAL MISCHIEF,0,2036
2019/03/31 00:00:00+00,1500,2321,600 ATLANTIC AV     ,CRIMINAL MISCHIEF,1,2037
2019/03/31 00:00:00+00,2330,2333,200 W  KENNEDY ST     ,SIMPLE ASSAULT,0,2038
2019/03/31 00:00:00+00,0500,0600,700 JAMES ST     ,CRIMINAL MISCHIEF,1,2039
2019/03/31 00:00:00+00,0000,2100,300 HAZELHURST AV     ,FRAUD,0,2040
2019/03/31 00:00:00+00,1900,1000,900 LANCASTER AV     ,CRIMINAL MISCHIEF,0,2041
2019/04/01 00:00:00+00,0020,0025,1100 TEALL AV     ,CRIMINAL MISCHIEF,0,2042
2019/04/01 00:00:00+00,0117,0117,300 W  FAYETTE ST     ,CRIMINAL MISCHIEF,1,2043
2019/04/01 00:00:00+00,0120,0130,300 W  FAYETTE ST     ,POSSESSION/MARIJUANA,0,2044
2019/04/01 00:00:00+00,0001,0500,900 S  MCBRIDE ST     ,CRIMINAL MISCHIEF,1,2045
2019/04/01 00:00:00+00,0715,0723,100 DELAWARE ST     ,SIMPLE ASSAULT,0,2046
2019/04/01 00:00:00+00,0800,0814,200 GRUMBACH AV     ,SIMPLE ASSAULT,0,2047
2019/04/01 00:00:00+00,1800,0919,100 ALBERT TER    ,CRIMINAL MISCHIEF,0,2048
2019/04/01 00:00:00+00,1056,1056,600 W  ONONDAGA ST     ,SIMPLE ASSAULT,0,2049
2019/04/01 00:00:00+00,1040,1040,3100 E  GENESEE ST     ,POSSESSION/MARIJUANA,0,2050
2019/04/01 00:00:00+00,1220,1235,1800 LODI ST     ,SIMPLE ASSAULT,0,2051
2019/04/01 00:00:00+00,0800,1100,400 DURSTON AV     ,CRIMINAL MISCHIEF,1,2052
2019/04/01 00:00:00+00,1329,1329,1500 E  FAYETTE ST     ,POSSESSION/USE DRUG,0,2053
2019/04/01 00:00:00+00,1030,1355,1600 W  ONONDAGA ST     ,OFFN AGAINST FAMILY,0,2054
2019/04/01 00:00:00+00,1523,1523,1600 BUTTERNUT ST     ,SIMPLE ASSAULT,0,2055
2019/04/01 00:00:00+00,1832,1832,100 RONEY LN     ,ALL OTHER OFFENSES,1,2056
2019/04/01 00:00:00+00,1705,1705,300 HOLLAND ST     ,POSSESSION/MARIJUANA,0,2057
2019/04/01 00:00:00+00,1715,1715,400 TULLY ST     ,OFFN AGAINST FAMILY,0,2058
2019/04/01 00:00:00+00,1750,1750,0 STONE CT     ,POSSESSION/MARIJUANA,0,2059
2019/04/01 00:00:00+00,1750,1730,2000 S  SALINA ST     ,SIMPLE ASSAULT,0,2060
2019/04/01 00:00:00+00,1821,1821,200 OAKWOOD AV     ,ALL OTHER OFFENSES,0,2061
2019/04/01 00:00:00+00,1914,1914,400 TURTLE ST     ,CRIMINAL MISCHIEF,0,2062
2019/04/01 00:00:00+00,1917,1917,100 BALLANTYNE RD     ,OFFN AGAINST FAMILY,0,2063
2019/04/01 00:00:00+00,2130,2011,200 GLENWOOD AV     ,SIMPLE ASSAULT,0,2064
2019/04/01 00:00:00+00,2043,2043,2800 S  SALINA ST     ,POSSESSION/MARIJUANA,0,2065
2019/04/01 00:00:00+00,2107,2107,100 LINCOLN AV     ,ALL OTHER OFFENSES,0,2066
2019/04/01 00:00:00+00,2133,2133,2000 S  SALINA ST     ,ALL OTHER OFFENSES,0,2067
2019/04/01 00:00:00+00,1308,1308,700 OSWEGO ST     ,POSSESSION/MARIJUANA,0,2068
2019/04/01 00:00:00+00,1500,1500,200 W  KENNEDY ST     ,UNAUTHORIZED USE MV,0,2069
2019/04/01 00:00:00+00,1635,1635,4900 S  SALINA ST     ,CRIMINAL MISCHIEF,0,2070
2019/04/02 00:00:00+00,0025,0032,200 WHEATON RD     ,SIMPLE ASSAULT,0,2071
2019/04/02 00:00:00+00,0106,0106,200 FLETCHER AV     ,SIMPLE ASSAULT,0,2072
2019/04/02 00:00:00+00,0000,0730,500 S  CLINTON ST     ,OFFN AGAINST FAMILY,0,2073
2019/04/02 00:00:00+00,0734,0734,300 BAKER AV     ,CRIMINAL MISCHIEF,1,2074
2019/04/02 00:00:00+00,1124,1125,100 DAVIS ST     ,POSSESSION/USE DANGEROUS WEAPONS,0,2075
2019/04/02 00:00:00+00,1209,1210,1500 N  FIRST ST     ,CRIMINAL MISCHIEF,0,2076
2019/04/02 00:00:00+00,1405,1500,300 COURT ST     ,SIMPLE ASSAULT,0,2077
2019/04/02 00:00:00+00,1600,1600,600 S  CLINTON ST     ,ALL OTHER OFFENSES,0,2078
2019/04/02 00:00:00+00,1720,1720,2100 E  FAYETTE ST     ,POSSESSION/MARIJUANA,0,2079
2019/04/02 00:00:00+00,1805,1805,100 HUDSON ST     ,DISORDERLY CONDUCT,1,2080
2019/04/02 00:00:00+00,1808,1808,100 DICKERSON ST     ,ALL OTHER OFFENSES,0,2081
2019/04/02 00:00:00+00,1840,1840,200 MERRIMAN AV     ,POSSESSION/MARIJUANA,0,2082
2019/04/02 00:00:00+00,1745,1745,1500 TEALL AV     ,POSSESSION/MARIJUANA,0,2083
2019/04/02 00:00:00+00,2138,2138,100 E  WATER ST     ,OFFN AGAINST FAMILY,0,2084
2019/04/02 00:00:00+00,1343,1343,100 MERRIMAN AV     ,POSSESSION/MARIJUANA,0,2085
2019/04/02 00:00:00+00,2244,2244,200 N  STATE ST     ,OFFN AGAINST FAMILY,0,2086
2019/04/02 00:00:00+00,2321,2321,100 ELMHURST AV     ,CRIMINAL MISCHIEF,1,2087
2019/04/02 00:00:00+00,2330,2335,1000 COURT ST     ,SIMPLE ASSAULT,0,2088
2019/04/02 00:00:00+00,2157,2157,300 WYOMING ST     ,CRIMINAL MISCHIEF,1,2089
2019/04/02 00:00:00+00,1330,1330,3100 E  GENESEE ST     ,OFFN AGAINST FAMILY,0,2090
2019/04/03 00:00:00+00,0005,0005,800 POND ST     ,POSSESSION/MARIJUANA,0,2091
2019/04/03 00:00:00+00,0045,0110,100 ELK ST     ,POSSESSION/MARIJUANA,0,2092
2019/04/03 00:00:00+00,0040,0050,100 W  MATSON AV     ,SIMPLE ASSAULT,0,2093
2019/04/03 00:00:00+00,0046,0050,700 SOUTH AV     ,SIMPLE ASSAULT,0,2094
2019/04/03 00:00:00+00,0223,0223,100 SCHNEIDER ST     ,POSSESSION/MARIJUANA,0,2095
2019/04/03 00:00:00+00,0204,0250,1100 CANNON ST     ,POSSESSION/MARIJUANA,0,2096
2019/04/03 00:00:00+00,0400,0400,800 PARK ST     ,SIMPLE ASSAULT,0,2097
2019/04/03 00:00:00+00,0725,0725,0 CENTENNIAL DR     ,POSSESSION/USE DRUG,0,2098
2019/04/03 00:00:00+00,0740,0740,100 MILBURN DR     ,SIMPLE ASSAULT,0,2099
2019/04/03 00:00:00+00,1700,0830,1700 MEADOWBROOK DR     ,CRIMINAL MISCHIEF,1,2100
2019/04/03 00:00:00+00,1106,1130,4100 S  SALINA ST     ,POSSESSION/MARIJUANA,1,2101
2019/04/03 00:00:00+00,1100,1159,300 S  MIDLER AV     ,SIMPLE ASSAULT,0,2102
2019/04/03 00:00:00+00,1630,1249,100 WOOD AV     ,POSSESSION/USE DANGEROUS WEAPONS,0,2103
2019/04/03 00:00:00+00,1255,1255,100 E  BISSELL ST     ,POSSESSION/MARIJUANA,0,2104
2019/04/03 00:00:00+00,1315,1315,1100 CARBON ST     ,PROSTITUTION PATRON/PROMOTING,0,2105
2019/04/03 00:00:00+00,1100,1500,3100 E  GENESEE ST     ,CRIMINAL MISCHIEF,0,2106
2019/04/03 00:00:00+00,1630,1630,400 SOUTH AV     ,SIMPLE ASSAULT,0,2107
2019/04/03 00:00:00+00,1620,1608,200 W  BORDEN AV     ,SIMPLE ASSAULT,0,2108
2019/04/03 00:00:00+00,1703,1703,600 CANNON ST     ,POSSESSION/MARIJUANA,1,2109
2019/04/03 00:00:00+00,1720,1720,1000 S  CLINTON ST     ,POSSESSION/USE DRUG,0,2110
2019/04/03 00:00:00+00,1724,1724,100 HOVEY ST     ,CRIMINAL MISCHIEF,1,2111
2019/04/03 00:00:00+00,1730,1730,1400 BURNET AV     ,OFFN AGAINST FAMILY,1,2112
2019/04/03 00:00:00+00,1802,1802,100 SHONNARD ST     ,SIMPLE ASSAULT,0,2113
2019/04/03 00:00:00+00,1804,1804,800 SOUTH AV     ,POSSESSION/MARIJUANA,0,2114
2019/04/03 00:00:00+00,1817,1817,500 DUDLEY ST     ,POSSESSION/MARIJUANA,0,2115
2019/04/03 00:00:00+00,1906,1906,1 DESTINY USA DR,STOLEN PROPERTY,0,2116
2019/04/03 00:00:00+00,1917,1917,600 E  DIVISION ST     ,FRAUD,0,2117
2019/04/03 00:00:00+00,1935,1935,2400 ERIE BLVD E ,ALL OTHER OFFENSES,1,2118
2019/04/03 00:00:00+00,1930,1938,100 SEARLWYN RD     ,SIMPLE ASSAULT,0,2119
2019/04/03 00:00:00+00,1952,1952,100 WEBSTER AV     ,SIMPLE ASSAULT,0,2120
2019/04/03 00:00:00+00,2005,2005,900 BURNET AV     ,POSSESSION/MARIJUANA,0,2121
2019/04/03 00:00:00+00,2235,2235,1700 E  FAYETTE ST     ,POSSESSION/MARIJUANA,0,2122
2019/04/03 00:00:00+00,2245,2251,200 REED AV     ,SIMPLE ASSAULT,0,2123
2019/04/03 00:00:00+00,2325,2328,200 MCLENNAN AV     ,SIMPLE ASSAULT,0,2124
2019/04/03 00:00:00+00,2344,2344,900 N  MCBRIDE ST     ,POSSESSION/MARIJUANA,0,2125
2019/04/03 00:00:00+00,2200,2200,400 SHONNARD ST     ,SIMPLE ASSAULT,0,2126
2019/04/04 00:00:00+00,0022,0022,700 HIAWATHA BLVD   ,DRIVING UNDER INFLUENCE,0,2127
2019/04/04 00:00:00+00,0109,0139,0 OAKWOOD AVE @ E KENNEDY ST     ,ALL OTHER OFFENSES,0,2128
2019/04/04 00:00:00+00,0124,0124,900 S  STATE ST     ,OFFN AGAINST FAMILY,0,2129
2019/04/04 00:00:00+00,0200,0209,700 JAMES ST     ,SIMPLE ASSAULT,0,2130
2019/04/04 00:00:00+00,0226,0226,1900 BELLEVUE AV     ,SIMPLE ASSAULT,0,2131
2019/04/04 00:00:00+00,0400,0408,100 RONEY LN     ,SIMPLE ASSAULT,0,2132
2019/04/04 00:00:00+00,0920,1025,1500 N  SALINA ST     ,SIMPLE ASSAULT,0,2133
2019/04/04 00:00:00+00,1124,1120,100 WOOD AV     ,CRIMINAL MISCHIEF,0,2134
2019/04/04 00:00:00+00,1215,1215,100 HOVEY ST     ,ALL OTHER OFFENSES,0,2135
2019/04/04 00:00:00+00,1230,1230,200 MAGNOLIA ST     ,SIMPLE ASSAULT,0,2136
2019/04/04 00:00:00+00,1315,1320,600 VINE ST     ,CRIMINAL MISCHIEF,0,2137
2019/04/04 00:00:00+00,1325,1325,100 DICKERSON ST     ,ALL OTHER OFFENSES,0,2138
2019/04/04 00:00:00+00,1410,1410,100 TEMPLE ST     ,ALL OTHER OFFENSES,0,2139
2019/04/04 00:00:00+00,1415,1415,900 JAMES ST     ,CRIMINAL MISCHIEF,0,2140
2019/04/04 00:00:00+00,1455,1455,1 DESTINY USA DR,LOITERING,0,2141
2019/04/04 00:00:00+00,1710,1710,100 MERRIMAN AV     ,POSSESSION/USE DANGEROUS WEAPONS,0,2142
2019/04/04 00:00:00+00,1715,1715,800 JAMES ST     ,CRIMINAL MISCHIEF,1,2143
2019/04/04 00:00:00+00,1735,1735,600 S  GEDDES ST     ,ALL OTHER OFFENSES,0,2144
2019/04/04 00:00:00+00,1759,1759,200 E  COLVIN ST     ,ALL OTHER OFFENSES,0,2145
2019/04/04 00:00:00+00,1810,1815,300 POND ST     ,CRIMINAL MISCHIEF,1,2146
2019/04/04 00:00:00+00,1822,1822,100 MERRIMAN AV     ,POSSESSION/MARIJUANA,0,2147
2019/04/04 00:00:00+00,1844,1847,400 SPRING ST     ,OFFN AGAINST FAMILY,0,2148
2019/04/04 00:00:00+00,1200,1937,0 KINGSLEY PL     ,FRAUD,0,2149
2019/04/04 00:00:00+00,1930,1949,600 E  SENECA TPKE   ,CRIMINAL MISCHIEF,1,2150
2019/04/04 00:00:00+00,2011,2011,200 E  JEFFERSON ST     ,ALL OTHER OFFENSES,0,2151
2019/04/04 00:00:00+00,2042,2042,1500 S  GEDDES ST     ,FRAUD,0,2152
2019/04/04 00:00:00+00,2129,2129,100 HERALD PL     ,SIMPLE ASSAULT,0,2153
2019/04/04 00:00:00+00,2154,2154,200 CATAWBA ST     ,SIMPLE ASSAULT,0,2154
2019/04/04 00:00:00+00,2232,2328,500 S  SALINA ST     ,POSSESSION/MARIJUANA,0,2155
2019/04/04 00:00:00+00,2350,2350,400 RICH ST     ,POSSESSION/USE DANGEROUS WEAPONS,0,2156
2019/04/04 00:00:00+00,2355,2355,500 S  STATE ST     ,POSSESSION/USE DRUG,0,2157
2019/04/04 00:00:00+00,0846,2049,800 N  MCBRIDE ST     ,OFFN AGAINST FAMILY,0,2158
2019/04/04 00:00:00+00,2300,0700,300 E  FLORENCE AV     ,CRIMINAL MISCHIEF,1,2159
2019/04/05 00:00:00+00,0009,0030,100 WOOD AV     ,ALL OTHER OFFENSES,0,2160
2019/04/05 00:00:00+00,0010,0010,700 W  BRIGHTON AV     ,OFFN AGAINST FAMILY,0,2161
2019/04/05 00:00:00+00,0044,0110,100 DEARBORN PL     ,POSSESSION/MARIJUANA,1,2162
2019/04/05 00:00:00+00,0112,0112,900 LODI ST     ,DRIVING UNDER INFLUENCE,0,2163
2019/04/05 00:00:00+00,0120,0122,1500 W  COLVIN ST     ,POSSESSION/USE DANGEROUS WEAPONS,0,2164
2019/04/05 00:00:00+00,0145,0149,400 CANNON ST     ,SIMPLE ASSAULT,0,2165
2019/04/05 00:00:00+00,1800,0215,200 CATAWBA ST     ,SIMPLE ASSAULT,0,2166
2019/04/05 00:00:00+00,0230,0230,100 WAYNE ST     ,POSSESSION/MARIJUANA,0,2167
2019/04/05 00:00:00+00,0231,0231,500 S  SALINA ST     ,POSSESSION/MARIJUANA,0,2168
2019/04/05 00:00:00+00,0232,0232,800 MIDLAND AV     ,POSSESSION/MARIJUANA,0,2169
2019/04/05 00:00:00+00,0800,0838,0 CORCORAN CT     ,SIMPLE ASSAULT,0,2170
2019/04/05 00:00:00+00,0906,0906,800 JAMES ST     ,SIMPLE ASSAULT,0,2171
2019/04/05 00:00:00+00,2300,0900,100 E  MATSON AV     ,CRIMINAL MISCHIEF,1,2172
2019/04/05 00:00:00+00,1200,1208,1400 S  SALINA ST     ,CRIMINAL MISCHIEF,0,2173
2019/04/05 00:00:00+00,1310,1310,700 S  CROUSE AV     ,FORGERY/COUNTERFEIT,0,2174
2019/04/05 00:00:00+00,0200,0200,100 SMITH LN     ,OFFN AGAINST FAMILY,0,2175
2019/04/05 00:00:00+00,1421,1421,400 IVY RIDGE RD     ,SIMPLE ASSAULT,0,2176
2019/04/05 00:00:00+00,1548,1551,300 VILLAGE DR     ,SIMPLE ASSAULT,0,2177
2019/04/05 00:00:00+00,1624,1624,1 DESTINY USA DR,OFFN AGAINST FAMILY,1,2178
